time_sec,knee_angle,hip_y,LEFT_HIP_x,LEFT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_KNEE_y_s,RIGHT_KNEE_y_s,LEFT_ANKLE_y_s,RIGHT_ANKLE_y_s,lk_v,rk_v,phase
2.102,154.25987758121448,0.4975181967020035,0.1562806516885757,0.4967021048069,0.1715559065341949,0.5434466004371643,0.2003662139177322,0.590313732624054,0.1025783345103263,0.4983342885971069,0.0874006450176239,0.5437921285629272,0.1015166044235229,0.5838561654090881,0.1673109829425811,0.4407075345516205,0.0702385380864143,0.4389000236988067,0.2183943390846252,0.4579406678676605,0.0128391180187463,0.4417521357536316,0.2359140813350677,0.4856496751308441,-0.0111639546230435,0.4447907209396362,0.5424740672111511,0.5438535213470459,0.5895594716072082,0.5837543368339538,-0.0014160990715027522,-0.0008691787719726785,prep
2.118,158.00697726079596,0.4942782968282699,0.1679372787475586,0.4933952093124389,0.1880581974983215,0.5421971678733826,0.2145785391330719,0.589599609375,0.1145238876342773,0.4951613843441009,0.1009620279073715,0.5428234338760376,0.1167201921343803,0.5836975574493408,0.1807665675878524,0.4332588016986847,0.0837793573737144,0.4315236508846283,0.2299662828445434,0.4453907608985901,0.0345734804868698,0.4303516745567322,0.2503598034381866,0.4675803482532501,0.0082817878574132,0.4322586357593536,0.5400298357009887,0.5425856709480286,0.5885365009307861,0.5836441278457641,-0.0024442315101623757,-0.001267850399017334,prep
2.135,161.71890880220766,0.4903403967618942,0.1811680048704147,0.4893611073493957,0.203561931848526,0.5374758243560791,0.227858766913414,0.5864026546478271,0.1255640685558319,0.4913196861743927,0.1137205436825752,0.5415454506874084,0.1299625635147094,0.5834887623786926,0.1946175247430801,0.4256505966186523,0.0960722267627716,0.4231401681900024,0.2451779097318649,0.4341377317905426,0.041858747601509,0.4204905927181244,0.2662604749202728,0.4512922167778015,0.0141197806224226,0.4246590733528137,0.5359224915504456,0.540888786315918,0.5864083051681519,0.5834175705909729,-0.004107344150543146,-0.0016968846321105957,prep
2.152,162.14949292894448,0.48558981716632843,0.1945393979549408,0.4846985638141632,0.2201546132564544,0.5323681831359863,0.2430935651063919,0.5857694149017334,0.1384251117706298,0.4864810705184936,0.1269570887088775,0.5395041704177856,0.1414052993059158,0.5833218097686768,0.2133602350950241,0.420095145702362,0.1120853647589683,0.4157958328723907,0.2615290880203247,0.4262281358242035,0.0511750653386116,0.4080993235111236,0.2777795493602752,0.4333516359329223,0.0212992224842309,0.4160257875919342,0.5303718447685242,0.5389702916145325,0.5825496554374695,0.5832077622413635,-0.005550646781921409,-0.001918494701385498,prep
2.168,162.43870836683675,0.47985459864139557,0.2081522792577743,0.4784816205501556,0.2353237718343734,0.5241246819496155,0.2554907500743866,0.5799561142921448,0.1508521139621734,0.4812275767326355,0.1392251700162887,0.5367787480354309,0.1492041945457458,0.5827235579490662,0.2277314960956573,0.4130709767341614,0.1229876801371574,0.4076744616031647,0.2795152366161346,0.4146434664726257,0.0533628836274147,0.3946472406387329,0.2934726774692535,0.4179228842258453,0.0131823504343628,0.4158958494663238,0.5231995701789856,0.5366150975227356,0.5763908147811889,0.5837448239326477,-0.007172274589538619,-0.002355194091796853,pop
2.185,162.00777730382015,0.47566708922386164,0.2215868681669235,0.4740088284015655,0.2517009675502777,0.5156933665275574,0.2676048576831817,0.5710204839706421,0.1638397276401519,0.4773253500461578,0.1518554985523224,0.5341996550559998,0.1553855091333389,0.5828071236610413,0.2389638274908065,0.4050828218460083,0.1383507996797561,0.4013221859931946,0.2863803803920746,0.40364870429039,0.0698948800563812,0.3850986659526825,0.3065252006053924,0.4043814837932586,0.0176149029284715,0.4047648012638092,0.5149389147758484,0.5336863160133362,0.5679259181022644,0.584288215637207,-0.00826065540313714,-0.0029287815093994585,pop
2.202,160.72148186796323,0.4720857441425323,0.234731987118721,0.4702232182025909,0.2694966495037079,0.5063357949256897,0.2761343121528625,0.5588054060935974,0.1756453663110733,0.4739482700824737,0.1666200906038284,0.5310474634170532,0.1567325592041015,0.5863828659057617,0.2523050010204315,0.3989298641681671,0.155031144618988,0.3956623375415802,0.2910114228725433,0.3951214849948883,0.0893111228942871,0.3767538666725158,0.3163663446903229,0.3914017081260681,0.0320167280733585,0.388529509305954,0.5056003749370575,0.5308147549629212,0.5579330682754516,0.5847779154777527,-0.00933853983879096,-0.0028715610504149724,pop
2.218,151.59705793226783,0.4688745141029358,0.2472499459981918,0.4666488468647003,0.2865388393402099,0.496172547340393,0.2861374318599701,0.5440781712532043,0.189239427447319,0.4711001813411712,0.1783378273248672,0.5269015431404114,0.163575142621994,0.5862057209014893,0.2652209103107452,0.3938562273979187,0.1722314655780792,0.3915571868419647,0.301828920841217,0.3835413157939911,0.1122214645147323,0.3710257411003113,0.3284744024276733,0.3792258501052856,0.0552844367921352,0.3711104989051819,0.4946033716201782,0.5278693914413453,0.5467878937721252,0.5845216035842895,-0.01099700331687925,-0.0029453635215759277,prep
2.235,138.91328292333563,0.4658019244670868,0.2591842412948608,0.4627473056316376,0.3063989281654358,0.4856754839420318,0.2924790978431701,0.5358051657676697,0.2025984972715377,0.468856543302536,0.1878245323896408,0.5251463651657104,0.1743423342704773,0.585770308971405,0.2740324139595032,0.3892122507095337,0.1905001699924469,0.3910099565982818,0.3135870099067688,0.3748842477798462,0.1360612362623214,0.3640563189983368,0.3406123518943786,0.3674198091030121,0.0762116834521293,0.3558062314987182,0.4830614924430847,0.5242980599403382,0.5348495006561279,0.5825808048248291,-0.011541879177093484,-0.00357133150100708,prep
2.252,130.64281538572547,0.4600133746862411,0.2675198912620544,0.45701664686203,0.3200491964817047,0.4691396653652191,0.3010343015193939,0.5242302417755127,0.2144113928079605,0.4630101025104522,0.1972003579139709,0.5220519304275513,0.182467833161354,0.5814419984817505,0.2859368026256561,0.3869039714336395,0.2045044898986816,0.3845477402210235,0.3255026936531067,0.3698848783969879,0.1567258685827255,0.3611787259578705,0.356599897146225,0.3571727573871612,0.0946691706776619,0.3457918763160705,0.4715309739112854,0.5204718947410584,0.5234931826591491,0.5781803846359252,-0.011530518531799316,-0.0038261651992798074,air
2.268,125.28295262794316,0.45518758893013,0.2809149622917175,0.4522328972816467,0.3343487679958343,0.4579839706420898,0.3120281398296356,0.5113285183906555,0.228700965642929,0.4581422805786133,0.2085282951593399,0.5163429975509644,0.1916384845972061,0.573103129863739,0.2957949340343475,0.3895235955715179,0.2194660902023315,0.385400652885437,0.3379775583744049,0.3664137423038482,0.1744985580444336,0.3577640354633331,0.3692991733551025,0.3483406603336334,0.1154208704829216,0.3366213738918304,0.46066475510597227,0.5162195444107056,0.5136500716209411,0.5725974678993225,-0.010866218805313133,-0.004252350330352761,air
2.285,117.02471889934617,0.4536427110433578,0.2926895022392273,0.4510615468025207,0.3508358001708984,0.4486832022666931,0.3243982493877411,0.5020238161087036,0.2403489798307418,0.4562238752841949,0.2163246273994445,0.5119166374206543,0.2010639905929565,0.5643807649612427,0.3140889406204223,0.3847642838954925,0.2316188514232635,0.381232351064682,0.3593376874923706,0.3573894798755646,0.1852794140577316,0.3519006967544555,0.3912172019481659,0.3354862630367279,0.1314786076545715,0.3279078602790832,0.45004803538322447,0.5111701786518097,0.5040957868099213,0.5654742360115051,-0.010616719722747803,-0.005049365758895918,air
2.302,110.09278907518133,0.4505367577075958,0.3051324784755707,0.4482693672180176,0.365906149148941,0.4418414533138275,0.3362779319286346,0.4948626160621643,0.2557910084724426,0.4528041481971741,0.2252582311630249,0.5056397914886475,0.2106589376926422,0.5582911372184753,0.3252485990524292,0.3854429423809051,0.2474145889282226,0.3831608593463897,0.3701911270618438,0.3564668297767639,0.2056415975093841,0.3528462052345276,0.4068723022937774,0.3297429978847503,0.154761791229248,0.322394996881485,0.4415956199169158,0.5056277513504028,0.4957780778408051,0.5576855897903442,-0.00845241546630865,-0.00554242730140686,air
2.318,109.22670083528728,0.4484023451805115,0.3191592097282409,0.4459453523159027,0.3740201294422149,0.4325918853282928,0.3530267775058746,0.4880337417125702,0.265128880739212,0.4508593380451202,0.2346258163452148,0.4998995363712311,0.2213433980941772,0.5501541495323181,0.3388008177280426,0.3849165737628937,0.2583201229572296,0.3824613690376282,0.3828839361667633,0.3570689558982849,0.2200529426336288,0.3518478572368622,0.4191246330738067,0.3293376564979553,0.1720134317874908,0.3213938474655151,0.4347196638584137,0.49940318465232847,0.48911973237991335,0.5498703479766845,-0.0068759560585021084,-0.006224566698074363,air
2.335,105.15129721803615,0.44684159755706787,0.3317179381847381,0.4438972175121307,0.3864912092685699,0.4268775880336761,0.3706054091453552,0.4826416969299316,0.2793866693973541,0.449785977602005,0.2436073571443557,0.4943397939205169,0.2331413030624389,0.542498767375946,0.3508947193622589,0.3851322531700134,0.2695639431476593,0.3793825805187225,0.3992736339569092,0.3569308817386627,0.2341451793909073,0.3495236933231354,0.4338774085044861,0.3310648798942566,0.1910606920719146,0.3199101686477661,0.4293899118900299,0.4923600912094116,0.48421570658683777,0.5424903631210327,-0.005329751968383811,-0.00704309344291687,air
2.352,104.65187943489157,0.44351740181446075,0.3407157063484192,0.4416617155075073,0.3977210521697998,0.4236041903495788,0.3892780542373657,0.4780367910861969,0.2931194603443146,0.4453730881214142,0.254729300737381,0.4852201640605926,0.2464283406734466,0.5340269207954407,0.3648862838745117,0.3847129642963409,0.2834691107273102,0.3766656816005707,0.4135929644107818,0.3574206233024597,0.2478713095188141,0.3497280180454254,0.4528044164180755,0.3337516784667969,0.2086776345968246,0.3215376138687134,0.4254499852657318,0.4843120574951172,0.4806929886341095,0.5340121150016784,-0.003939926624298096,-0.008048033714294411,air
2.369,102.64875260537488,0.44098950922489166,0.3566426038742065,0.4387950897216797,0.4076512157917022,0.4220344424247741,0.4031954407691955,0.4775036871433258,0.3039785921573639,0.4431839287281036,0.2668398916721344,0.4767011702060699,0.2614750266075134,0.5274808406829834,0.3804755806922912,0.3850031793117523,0.2967565655708313,0.3813109099864959,0.4304838478565216,0.3602090775966644,0.2609463334083557,0.3540999293327331,0.4725184440612793,0.3391918838024139,0.2345166802406311,0.3312361538410187,0.4235088050365448,0.4751443326473236,0.4788737237453461,0.5254407286643982,-0.0019411802291869895,-0.009167724847793601,air
2.385,97.90966042168506,0.4361616522073746,0.3740869760513305,0.4335186183452606,0.4205725491046905,0.422141820192337,0.4195445775985718,0.4772490262985229,0.3201756775379181,0.4388046860694885,0.2788867950439453,0.4653996229171753,0.28077232837677,0.5158998966217041,0.3945113718509674,0.3867616653442383,0.3068462610244751,0.3822816908359527,0.4453441500663757,0.3634624779224396,0.273526668548584,0.3554790318012237,0.4917926490306854,0.3439348936080932,0.2507596313953399,0.333911269903183,0.4229059994220733,0.46457852721214293,0.4782788872718811,0.5163969933986664,-0.0006028056144715133,-0.010565805435180653,air
2.402,94.49368875546057,0.4344443380832672,0.3869326710700989,0.431243896484375,0.4328892230987549,0.4228859841823578,0.436350405216217,0.478937417268753,0.3354218006134033,0.4376447796821594,0.2943845391273498,0.4540609121322632,0.3000149726867676,0.5072972178459167,0.4020526707172394,0.3892188966274261,0.3124562501907348,0.3886752128601074,0.4583524465560913,0.3641966879367828,0.2798791229724884,0.3559824526309967,0.5096890926361084,0.3448549211025238,0.2615900039672851,0.3346642553806305,0.4237015187740325,0.4545329391956329,0.47933165431022645,0.5078165411949158,0.0007955193519592063,-0.01004558801651001,air
2.419,90.52233986756787,0.4328533262014389,0.3977473974227905,0.43049156665802,0.4458276033401489,0.4238635599613189,0.4525671303272247,0.4796675145626068,0.3489895164966583,0.4352150857448578,0.311261773109436,0.4415107667446136,0.3185701668262481,0.497280091047287,0.4153046011924743,0.3907423615455627,0.326086938381195,0.3970651626586914,0.4712676405906677,0.3714359998703003,0.3023880422115326,0.364646166563034,0.5377278923988342,0.3548486828804016,0.2889644205570221,0.345713198184967,0.4251326024532318,0.4453255832195282,0.4808597505092621,0.4997286260128021,0.0014310836791993076,-0.009207355976104725,air
2.435,94.99615593401413,0.4296517670154571,0.4090623259544372,0.4278142154216766,0.4604823291301727,0.427581787109375,0.4673538506031036,0.4833006262779236,0.357197493314743,0.4314893186092376,0.333251953125,0.4349922239780426,0.3382587134838104,0.4911246597766876,0.4297248423099518,0.3910391926765442,0.3358910679817199,0.3991642296314239,0.4932727515697479,0.3753238916397095,0.3120432198047638,0.369218647480011,0.5565273761749268,0.3675651550292969,0.3002589344978332,0.3523580729961395,0.42683360576629636,0.43703556060791016,0.4826911807060242,0.4929930746555328,0.001701003313064553,-0.008290022611618042,air
2.452,96.41854781503423,0.42652150988578796,0.4180361926555633,0.4245891571044922,0.4770998954772949,0.4291898608207702,0.4832029044628143,0.485144168138504,0.3668512403964996,0.4284538626670837,0.3523558974266052,0.4306643903255462,0.3587857484817505,0.4870412647724151,0.4443221688270569,0.3919064104557037,0.3478809595108032,0.3972905874252319,0.5065973997116089,0.3805442750453949,0.3158717751502991,0.3693036735057831,0.5739557147026062,0.3793640732765198,0.3078087866306305,0.3519752323627472,0.42913135290145876,0.43153918981552125,0.4851889193058014,0.48852640986442564,0.002297747135162398,-0.005496370792388905,air
2.469,82.77326004196394,0.42730432748794556,0.4302975535392761,0.4259279668331146,0.4851347208023071,0.4306468367576599,0.4974694848060608,0.4864061772823334,0.3787288069725036,0.4286806881427765,0.3657724857330322,0.4239495098590851,0.3779705166816711,0.4822221398353576,0.4576614797115326,0.3927273154258728,0.3608395159244537,0.3979789912700653,0.521348774433136,0.3860310316085815,0.329156219959259,0.3747420012950897,0.5884551405906677,0.3909050226211548,0.3240331411361694,0.3561138808727264,0.4324809849262238,0.4294001042842865,0.48906269669532776,0.48679885268211365,0.0033496320247650146,-0.0021390855312347634,air
2.485,80.70414478371865,0.4303653836250305,0.4457208812236786,0.4286458790302276,0.4979264438152313,0.4343747198581695,0.511150062084198,0.4914261102676391,0.3941975831985473,0.4320848882198334,0.3808443546295166,0.4265790581703186,0.3970808088779449,0.4849638938903808,0.4711955487728119,0.3941984474658966,0.3732743859291076,0.397255539894104,0.5403463840484619,0.3925858736038208,0.3360327184200287,0.381161630153656,0.604105532169342,0.3996964991092682,0.3387757837772369,0.364805668592453,0.4364940822124481,0.4293922305107117,0.49340595602989196,0.48688846826553345,0.004013097286224343,-7.873773574806897e-06,air
2.502,83.31082617941343,0.43156686425209045,0.4561808705329895,0.4295062720775604,0.5130152106285095,0.440611720085144,0.5259358882904053,0.4990364015102386,0.4040379524230957,0.4336274564266205,0.3961689174175262,0.4308153390884399,0.4141995906829834,0.4886423051357269,0.4862493872642517,0.3952744901180267,0.3861658275127411,0.3968038856983185,0.5530561208724976,0.3978394567966461,0.3466438055038452,0.3846577703952789,0.6149342656135559,0.4125302731990814,0.3565475344657898,0.3734292387962341,0.4412796914577483,0.4308666169643402,0.4985405921936035,0.48810858130455015,0.004785609245300193,0.0014743864536285178,air
2.519,134.202007014987,0.432993546128273,0.4638707339763641,0.4321995973587036,0.5265037417411804,0.4476472735404968,0.5393847227096558,0.5050169229507446,0.4114892482757568,0.4337874948978424,0.4126017987728119,0.4349528551101684,0.4296127259731293,0.4915727376937866,0.4974997639656067,0.3970166742801666,0.3942301869392395,0.3973170518875122,0.5656279921531677,0.4033273756504059,0.3584614992141723,0.3879895806312561,0.6223697662353516,0.4233863949775696,0.3755813241004944,0.3816029131412506,0.4468429446220397,0.4347616732120514,0.5044541418552398,0.4922435343265533,0.005563253164291404,0.0038950562477111927,air
2.535,109.21454200018671,0.4387723207473755,0.4749879539012909,0.4389258921146393,0.5372660756111145,0.4531179070472717,0.553000271320343,0.5108173489570618,0.4241217076778412,0.4386187493801117,0.428052544593811,0.4380363225936889,0.4468331933021545,0.4931418299674988,0.5112829208374023,0.398175448179245,0.4103870689868927,0.3980565667152405,0.5769121646881104,0.4087962806224823,0.3768938183784485,0.3921846449375152,0.6278809309005737,0.4320970475673675,0.3964138925075531,0.389438271522522,0.45293375849723816,0.43972466588020326,0.5105052292346954,0.4963225185871124,0.006090813875198442,0.004962992668151867,air
2.552,127.9761033908427,0.4421374797821045,0.4902787804603576,0.4424680769443512,0.5480979681015015,0.4584631025791168,0.564720094203949,0.5159739255905151,0.4391371607780456,0.4418068826198578,0.4423356652259826,0.443424791097641,0.4614266455173492,0.5028969049453735,0.5262311697006226,0.4001835286617279,0.4273931384086609,0.3986772894859314,0.5877843499183655,0.4136835038661957,0.3929774165153503,0.3978272676467895,0.6295314431190491,0.4375190138816833,0.4001712203025818,0.3957201242446899,0.45881285667419436,0.44552736282348626,0.5161415576934815,0.5016113996505738,0.005879098176956199,0.005802696943283003,air
2.569,141.2455513099771,0.44503501057624817,0.50215083360672,0.4454555213451385,0.5599198937416077,0.4648287892341614,0.5755804181098938,0.521681547164917,0.4514386057853699,0.4446144998073578,0.4567927420139313,0.4513940215110779,0.4734594523906708,0.5053588151931763,0.5376279950141907,0.4017049670219421,0.4436079561710357,0.4000054597854614,0.5962428450584412,0.4157682359218597,0.4069789350032806,0.4014811217784881,0.6264917254447937,0.4388584792613983,0.4220248162746429,0.3988442718982696,0.4646882593631744,0.4524390876293182,0.5222095966339111,0.5080899119377136,0.005875402688980069,0.006911724805831965,air
2.585,132.62549253707778,0.4484286308288574,0.5138620138168335,0.4489693939685821,0.5703790783882141,0.4700072109699249,0.5855146646499634,0.5272180438041687,0.4618655443191528,0.4478878676891327,0.4754875004291534,0.4598288238048553,0.4840975701808929,0.5150867104530334,0.547744870185852,0.4029810130596161,0.4555395543575287,0.4034562408924103,0.6056405305862427,0.4179871380329132,0.420607715845108,0.4058043658733368,0.6248091459274292,0.4378662407398224,0.4307883977890014,0.4188369512557983,0.4712492644786835,0.4609617829322815,0.5282549858093262,0.5159671425819397,0.006561005115509055,0.00852269530296329,air
2.602,132.81771364506676,0.4536915123462677,0.5251093506813049,0.4545193314552307,0.5826111435890198,0.4770242869853973,0.5956354737281799,0.5353571176528931,0.4751607179641723,0.4528636932373047,0.4895737767219543,0.469511479139328,0.4920755922794342,0.5239652991294861,0.5632835626602173,0.4054178595542907,0.4703750610351562,0.4054730832576751,0.6146834492683411,0.4197372794151306,0.4370489716529846,0.4111933708190918,0.6254184246063232,0.4350985288619995,0.4463346004486084,0.4311358034610748,0.47873495817184447,0.47127798199653625,0.5349651217460633,0.5242083072662354,0.0074856936931609885,0.010316199064254739,air
2.619,133.15767782196048,0.4575778543949127,0.539098858833313,0.4579904675483703,0.5961872339248657,0.4859229326248169,0.6067253947257996,0.541044294834137,0.4873907566070556,0.4571652412414551,0.5047832727432251,0.4806497991085052,0.501155436038971,0.5325279831886292,0.5782206058502197,0.4078528583049774,0.4852588176727295,0.4086356461048126,0.636967658996582,0.4237387478351593,0.4546544849872589,0.4220926463603973,0.6311553120613098,0.4329606592655182,0.4651531279087066,0.4434631764888763,0.4866653561592102,0.4818507730960846,0.54254150390625,0.5336704015731811,0.007930397987365723,0.01057279109954834,air
2.635,133.6857193277752,0.46233488619327545,0.5501110553741455,0.462780624628067,0.6072903871536255,0.4958915710449219,0.6172615885734558,0.5495246052742004,0.4983626902103424,0.4618891477584839,0.5185813307762146,0.4950057864189148,0.5083385705947876,0.5441027283668518,0.5912899374961853,0.4109622836112976,0.4962916076183319,0.4116624891757965,0.6591693758964539,0.4254536926746368,0.4687456488609314,0.4359335303306579,0.6372274160385132,0.4297408759593963,0.4842091202735901,0.4622138440608978,0.49530187249183655,0.4927528858184814,0.5507302165031434,0.5431690216064453,0.008636516332626354,0.010902112722396828,air
2.652,135.85372763225575,0.4658409208059311,0.5654879212379456,0.4658731818199157,0.6171789765357971,0.50448077917099,0.6286081075668335,0.5595634579658508,0.5126909017562866,0.4658086597919464,0.5331160426139832,0.5042579770088196,0.5166826248168945,0.5526692867279053,0.6033313870429993,0.4127313494682312,0.5113532543182373,0.4141720533370971,0.672844648361206,0.4267024993896484,0.4794501364231109,0.4411163032054901,0.6422425508499146,0.4276178777217865,0.4887779951095581,0.4672258198261261,0.5049386382102966,0.5042202055454255,0.5600676774978638,0.5535592436790466,0.00963676571846006,0.011467319726944036,air
2.669,137.3013976367871,0.47118793427944183,0.5756368041038513,0.471494972705841,0.6267113089561462,0.5131897926330566,0.6371386647224426,0.5681616067886353,0.5225875973701477,0.4708808958530426,0.5429471731185913,0.5143393874168396,0.5251784324645996,0.5625798106193542,0.6202376484870911,0.4167812764644623,0.5231792330741882,0.4176340103149414,0.6920194029808044,0.4270049929618835,0.4918877482414245,0.4484703838825226,0.655434250831604,0.4259271323680877,0.4972923994064331,0.4747506380081177,0.5147984623908997,0.5157424449920655,0.5700594663619996,0.5648792028427124,0.00985982418060305,0.011522239446639992,land
